datetime,location,name,rating,review
2012-02-20 18:00:15,"#506, IL",Shane,1.0,"Harassing phone calls. Sallie Mae calls me about 20 times a week. They also call former friends and half-relatives with whom I am no longer amicable. They told Sallie Mae's representatives, but they continue to call."
2012-02-16 17:38:33,"Swoyersville, PA",charles,1.0,"My son has a student loan from when he lived (here) at home. He gave his cell phone number and our (his parents) home number as well. We were not co-signers on his student loan. Premier has been calling our home for approx. a year and bickering at us about our son's deferments on his student loan. We explained to these people that he does not live here and has his own cell phone. We asked that our number be removed from their call list as we are disabled and have anxiety issues over the harassment. That request was denied. We have been getting calls from Premier (317-322-3621) on a daily basis. That includes a hang-up when we answered the phone. The calls start at 8am and continued until 8-9 pm during week days. My husband has MS and has fallen twice trying to answer the phone at 8am. We get scared at that time of the morning thinking that one of our grandchildren is sick or hurt. Everyone we know is aware not to call us in the mornings as we have a routine to adhere to due to our disabilities. Premier is well aware of these facts. Please, someone, make them stop. Our attorney is also our friend and at our disposal. I thought I would take the more Christian route and send a complaint out first. Thank you so very much for your attention to this matter. Our home # is **."
2012-02-16 06:30:58,"San Jose, CA",Say,1.0,"In April, 2009, Sallie Mae didn't credit my payment. All my payment was automatically set to send out by my bank and was never late. I called them to fix the problem and also sent out a dispute claim. They sent me a letter saying that they found nothing wrong and will not fix the problem. They sent my defaulted loan to the credit bureau and collection department which is also just another part of Sallie Mae. I decided to stop paying until we get this resolved.Now they are taking my federal income tax so I called them again about the problem. They gave me the run around between Sallie Mae, USAfunds collection and Advocate Unit of Sallie Mae. They are saying now that my payment was credited back, but it is being credited into May 2009 instead of April 2009, which means that I am still missing the April, 2009 payment. They are also saying that my account didn't default until December 2009 that same year. I find it hard to believe because between April and December is 9 months long. If they didn't default my account and sent to collection until December, 2009, then why did the payment record from the collection department showed no payments starting from April?This is what I believe happened. Sallie Mae didn't credit my payment for April. They ignored my dispute and sent my account into default and collection. Once they realized that something was wrong, they deposited the payment into the account the following month to try and cover up the mistake. But the defaulted account and information were already sent out.Since loans from Sallie Mae is guaranteed and the government doesn't care what they do, they will get money no matter what. No one at Sallie Mae want to admit that Sallie Mae made a mistake on my payment and take responsibility for it. They even hang up the phone when they don't want to answer me because it's easier to just hang up and still get paid. At this point, my credit is ruined, my federal income tax stolen, and no one from Sallie Mae is admitting mistake or taking responsibility."
2012-02-16 04:59:40,"Faribault, MN",Liz,1.0,"Sallie Mae acquired one of my loans from Great Lakes at some point (heaven forbid the notify an account holder) in the past year or two. I took a 6-month unemployment deferment in March 2011, filed through Great Lakes. I was assured it covered all my loans, had I known SM had one, I would have confirmed with them as well. Other than receiving the approval letter, no type of communication: mail, email or by phone, was initiated until September 2011, when my deferment was up. I received a call from a SM rep (didn't think anything of it then), asking if I wanted to set up a payment plan. I requested another unemployment deferment, which was approved, and covered all loans from SM and GL.The request form for both the 1st and 2nd deferments are identical both originating from GL, same account # and personal information. Clearly covering all my loans. I applied for a private student loan in Nov. 2011 for professional school. The denial of that loan was the first I heard of the issues with my loans, including SM reporting 9 separate accounts as over 90 days past due. I called, and the representative repeated the same useless information, clearly from a script. I submitted my appeal, waited and called back a couple weeks later. The rep that time acknowledged the receipt of my documents, and to relax and give them time to review them. They still, two months later, have done nothing. Oddly enough, this is similar to what banks are doing to their mortgage-holding customers.Until this is resolved, I cannot complete my professional training, leaving me unable to pay of my student debt. Smart moves, Sallie Mae."
2012-02-14 21:59:15,"Parkersburg, WV",Adam,1.0,"Sallie Mae charges forbearance fees that recent graduates can't afford. I wanted to do the right thing and make payments on my loans, but they are wanting me to pay more than I could so I decided to put my loans into forbearance until I figure out what to do. They wanted me to pay $150 fee just to put my loans in forbearance. Well next thing you know, my loans defaulted and now are in collections. I fell into their trap and they got me by the you know what. So I decided to file bankruptcy. Little did I know that you are not allowed to file bankruptcy on your student loans. That is the trick! Sallie Mae gets rich because of that simple fact! This needs to end! Please go to ** and sign the petition to reinstate bankruptcy to student loans. This is a huge problem and Sallie Mae is rolling in the dough! They take advantage of our nation's youth because our government will not let you file bankruptcy on their loans. Something needs to be done about this company before they strike again! When I was 18, I didn't think twice about it. Sallie Mae handed me $10,000, now I am 27 and owe them $30,000 and they are turning me into collection agencies and are going to sue me."
2012-02-13 21:57:34,"Brooklyn, NY",C,1.0,"I have a private student loan from Sallie Mae, which I borrowed in the years 2002-2004, for college. My loan is now 30% higher than the amount that I originally borrowed. Eventually, it will be double. When I borrowed the loan, I was not even told that I would not be able to obtain a deferment, if I needed one. I was also not told that I would be charged to go on a forbearance. Also, I was not told that if I miss three payments, my loan would default automatically, and if it defaults, they will add an additional 25% of the loan on top of the entire balance.I ran into financial difficulty, and had trouble making payments. They called me from several different numbers all day long. This is a conflict of interest, because they own the collection agencies that they use.  Something has to be done about these private student loans. How do they expect me to pay off the total of what I borrowed, plus 30%? I know many people are suffering, due to the unethical practices of Sallie Mae. No one needs to contact me about this. I am just writing to you, so you are aware of the deceptive practices of Sallie Mae."
2012-02-10 15:37:24,"Medford , NY",Joan,1.0,"One day, Sallie Mae had contacted me to update my personal information on the account with them. I did not think this was strange at all. They were my loan company. Regardless of how unfair they are, they have my credit in their hands, so I just pay my bill and deal with life. But this particular man was a bit strange when he was speaking to me. He asked if my address was the same and then a cell phone number and a house number. I had this whole conversation in my car parked in my driveway before I walked into the house because it was just the time the phone call caught me at. After I hung up the phone, I had just enough time to do inside and put my belongings down and received a text message. The text message read ""Thanks for the smiles. "" It was the man I was just speaking with. I was sure of it. I texted back and asked, ""Who is this?"" The man replied, ""Oh you dont' remember me? We were just speaking! "" He included a picture of himself, fully dressed, thank goodness! How creepy and unprofessional. I was completely uncomfortable with this company now having all my personal information, especially with this name being the person I just trusted to give my information to. My next payment, I was late, and when I tried to log in to my account online, it said my request was not authorized. I called Sallie Mae and asked why this was and they told me I was late on a payment so my privilege for seeing my account was taken away but I can give them a credit card over the phone. I asked to speak with a supervisor. I told the supervisor about my encounter with his employee and he had nothing to say. I then explained how I am not giving my credit card information over the phone as a security measure for myself and I would appreciate if I would have my ""privilege"" back of being able to log on and see my accounting and pay that way. His response was, ""Well, even if you put your information on the computer, my employees still has access to it."" Oh! How lovely, was he just pretty much telling me, ""oh well, my employees will do what they want?"" The fact you are not allowed online to pay your bill if you're past due is completely ridiculous. Do they want their money or not? They are complete morons over there at Sallie Mae!"
2012-02-09 22:39:46,"Milford, NJ",Jacob,1.0,"I took out a loan with Sallie Mae for the 2010-2011 school year. (My first year in college at Rutgers) Things didn't go so well and I was forced to take a medial leave of absence due to anxiety. Because I was no longer a full time student, my $25 payments were raised to $238 a month starting in November 2011. It's now February and I still have not been able to find a job to help my mother make the payments. When I called an agent to see what could be done, I was stonewalled. The only advice I was given was to default on the loan. Yes, the agent informed me confidentially as she said she could lose her job, that my best bet would be to default on my payments so I could apply for some sort of hardship deferment.At this rate I don't know how I'm going to be able to return to college or ever pay off this loan. Between the $238 monthly payments and the 10.75% interest rate, I'm completely stuck. Apparently, my payments will go back down to $25 once I become a full time student but I know for sure that I don't want to take out another loan with Sallie Mae. Even before I took the medical leave from school, I wasn't shown any respect from their employees. If a payment was just one day late, I would receive harassing phone calls from employees asking where the payment was. Any communication I attempt with them through email has been completely ignored. The only reply I ever received through email was when I contacted them regarding a payment they had taken out of the wrong account. I specifically made a payment using my savings account and they instead took the money from my checking, causing my account to be overdrawn and hit with a $25 fee. Their response was that, according to their records, there was no mistake and essentially ""it's not our problem."" I'm completely disgusted with this company and regret ever taking out this loan through them."
2012-02-08 11:41:19,"Enfield, CT",Mary,1.0,"When we signed the papers, we knew that we, my granddaughter and I, would have to pay the interest on the loan, but it is so high. Our original papers stated that our interest would be between 0 and 5% and was fine the first few month. But by December, the amount went from $45.00 (I was sending in $200.00 a month to get it down fast for her) to now paying $178.00 a month with a 20 % interest rate! I have excellent credit and could not understand this. I called to be told that all first years get this rate and the it goes down. This is a Parents Plus Loan. And I also noticed that every time they do a distribution to the school, they add on $500.00 for that benefit! We are now with Citizens Bank (much better) but by the time she graduates, I will have paid in excess of $9,0000.00 in interest to be told that it does not go any where since when she graduates and goes into repayment the interest rate is adjusted and she starts accumulating interest Ll over again! I could have gone to a loan shark for a better deal. I have written emails to the President and have not even gotten a response! Something must be done!"
2012-02-06 23:49:51,"New Albany, IN",Christine,1.0,"This has been going on since 10/11. They now are harassing me in that they call daily, seven days a week, several times a day, flood me with email, and letters. They are contacting my family.I have always paid my loans monthly, two separate accounts and separate monthly payments. They put all the payments on one account making it appear I am defaulting on the loan. I have written them, talked to them, explained to them, etc. I am done.No more talking to them. They want me to go to their website and fix it. I don't think so. They are getting payments and quite a hefty interest rate. They made the mistake and they need to fix it. It's that simple. Never would I ever suggest anyone take a loan with this company. I've even spoken to management who obviously do not care."
2012-02-05 18:09:33,"Longmont, CO",Kelly,1.0,"I have been making payments in recent months toward the principal balance of my student loans, which were recently taken over by Sallie Mae. Instead of these payments being applied to the principal, as I indicated they should be, Sallie Mae has been applying them as early monthly payments, spreading the amount over three or four months usually. I am making these payments so I can whittle down my principal balance and reduce the amount of interest I'll pay in the long run. But by spreading them across my monthly payments instead and keeping my principal balance higher for longer, Sallie Mae is making more interest off my loans. I contacted Sallie Mae, and they said there was nothing they could do. That was how they applied payments. This seems wrong on so many levels, but what can I do? They are already making tens of thousands off of my interest. How is someone supposed to make progress on their debt if they can't make payments on the principal?"
2012-02-03 02:02:22,"New Orleans, LA",Thelma,1.0,"I begged Sallie Mae for years to consider the fact that I was a teacher making low income, teaching those students in New Orleans behind in reading and math (Title One). They never listened to me and now are garnishing my meager salary so that I can barely pay rent and groceries. They have basically sentenced me to an old-England debtor's prison from which I can't escape. In the meantime, I am faithfully reaching out to those students in New Orleans behind in reading and math, those students who were rescued from rooftops and lost everything they had. Shame, shame, shame, on your corporate greed machine."
2012-02-02 02:59:38,"Centenary, SC",Regina,1.0,"I have a student loan with Sallie Mae and my grandmother co-signed with me. I try to get the loan out of her name into my name and I also try to put it with my other consolidation. But Sallie Mae told me that I could not do either because it's a private loan. Sallie Mae also told me that the only way I can get the loan into my name is by going to a bank to take out the loan with them, and then take the money that I receive from the bank and pay them off. So, my question is, why do a person have to go through all those changes when Sallie Mae should have the means to allow a person to have their loan put in their name? Also, today I took a look on my Sallie Mae loan account and noticed that they add a $25 late fee to my loan on top of interest.  I have not been late on my bill in a long time and when I can remember being late, they never add a late fee to my bill. They just add the past month’s bill and the next month’s bill together including the interest rate.  To add on top of everything when I defer my loans, Sallie Mae increases my interest rate from 5% to 10%. This is almost 11% interest rate on the $7,000 student loan that I received in 2002, in which the final amount came up to $ 14,000 when I was able to start paying on it in 2009.  Now, I have the loan down to little over $10,000 and they slap this new $25 late fee. I feel that this loan will never get paid off because Sallie Mae keeps adding new hidden fees.  So, if possible, can someone please help?  I need the loan taken out of my grandmother's name and also need a lower interest rate."
2012-02-02 02:05:32,"Oakland, CA",Jesse,1.0,"While a law student during the late 1990s I borrowed student loans. Those loans have not been paid and I have fallen in arrears on some of them. My problem is with Sallie Mae's collection practices. They are calling multiple times a day, every day. I have monitored the calls to get a sense of how egregious their conduct is. On average I am receiving 10 calls per day, starting at 8:00 am and going through the evening until about 9:00 pm. That's ten calls per day, every day. Yes, they call on weekends and on Federal holidays."
2012-02-01 15:23:19,"Litchfield Park , AZ",Kirsten,1.0,"My identity was stolen 10 years ago and an account with Sally Mae was opened in my name and a loan has been taken out.  I have been dealing with this now for 7 years.  I sent all papers to them proving it wasn`t me and I was ensured this issue was resolved.  Then in 2011, it was the same issue again.  I was told I had to resubmit all papers again, which I did in Nov. 2011.  Now I come to find out this morning that they stole my tax money of 7909 and some cent.  When I called this morning, I was told that there were no papers on file and that I would have to resubmit all papers again.  I told them that this was crazy and unbelievable and that I`m sick and tired of dealing with that, and that Sally Mae has been known for these issues.  This person told me it happens to a lot of people and not just Sally Mae."
2012-02-01 03:22:33,"American Fork, UT",Andru,1.0,"In October 2011, Sallie Mae had a glitch in there system and dropped my automatic withdrawal. I went online and reinstated the withdrawal but then got call after call that my payment never went through. So I did everything they told me to do; more checks over the phone and reset up the auto withdrawal. Next month, same thing, they didn't take the money. I get calls and late payments. I did this every month until December. In January, they took two payments and said I had made a phone in payment which I had not done so. I have engaged in more fighting with Sallie just to get my money back. The representative said I could have my money in 24 hours, another lie. I called them again and got a completely different story. I told them I was recording the conversation they then got upset and told that is not allowed. So they can record ours phone conversations but we can’t? Sallie Mae needs to be investigated soon. If anyone hears of an investigation I would love to help."
2012-01-31 18:52:33,"Pittsburgh, PA",Katherine,1.0,"By the end of 2006, I decided to attend school at the Art Institute of Philadelphia. Being from a single parent home, that was torn by divorce, there was no extra funds to send me to school. When I began enrolling, I applied for my FAFSA, and all federal loans, and also needed to apply for a private loan. Art Institute directed me to Sallie Mae. I could not be approved by myself, so my mother cosigned for the loan with me. I began school full time. Every 3-6 months, I had to reapply for a loan since our credit wasn't that great to begin with. We were not able to apply for the full, or half of the amount of my tuition. After the first two times my mother's credit was no longer able to support me as a co-signer. and I was forced to ask my father, a man whom hasn't bothered to be a part of our lives, since before I was in middle school. This is the man I'm asking to cosign and help put me through college. Surprisingly, he agrees to help and co-signs for me. By 2007, I was attending the Art Institute in LA, and was living on my with my boyfriend, who I met at school. By the time the loan, my father co-signed for, ran out, I was 2 years into a 3 year bachelor's degree program. When I went to apply for a loan, to at least get within six months of having my bachelor's degree, I of course was turned down, and at this point, even my father's credit was not enough. Too many loan applications in a short span of time will do that, you know. In short, I was forced to drop out of college, because we could no longer afford to put me through school. 6 months later, I have a measly part-time retail job, and Sallie Mae starts their rounds. They wanted to start with something like $900 a month, which was thrice what I was paying for my housing, by then. I tried making smaller payments, until one day, I was laid off. I called them, and asked them for a deferment, which would cost $100, which I didn't have, at that time. So my payments became late, until my boyfriend could loan me $100 to put me on deferment for hardship. Without my degree, I've bounced around from ** retail job to ** retail job, when I'm lucky enough to find one. The better part of the last 3 years have been spent broke and unemployed. Sallie Mae does not cares. They just began calling my father relentlessly, which I suppose I should thank them for, because my father is only interested in how my life is going, when he is making a call about Sallie Mae. His hand was forced to make a payment, when I could not, to save his own credit. Meanwhile, Sallie Mae runs my credit once every month, to make sure I cannot move up ,unless I ""pay the man"" with money I don't have. I am pretty much their servant for life, for wanting to go to school, and make a better life for me, than my mother could. That's awesome."
2012-01-31 11:06:23,", CA",Tom,2.0,"I have a compilation of complaints from the rudimentary to the more complex. First, I have received billing statements from Sallie Mae for another person at my current address. It took nearly 6 months and 4 or 5 telephone calls to finally get that person who hasn't lived here removed--for at least 6 years, if ever. Secondly, I tried to get my address corrected by substituting an N for an M on the street address. That took 4 telephone calls, a UPS stamp of my correct address and to rid myself of the wrongful tenant above on Sallie Mae correspondence. It seems as if loans have been in hibernation and after 2 years of dormancy they appear as a subsidized loan that I have no affirmation of their validity. Now, I have to go online to retrieve interest paid tax docs from Sallie Mae. Why don't they send them out? Is that another way they can milk the public out of a tax deduction?"
2012-01-31 08:15:14,"Aumsville, OR",Larissa,1.0,"I owed a debt that went delinquent, and I unsuccessfully tried to settle at $25,538.88. Sallie Mae/Allied Interstate said they would take $10,000 out of my account, if we could secure the rest. I told them only if we were approved for the loan, which we were not. I left a message that the deal was off. They took the money out any way. It is a shady business and should not be trusted."
2012-01-29 21:26:14,"Bowling Green, , KY",Bruno,2.0,"I co-signed a college loan for my son back in the Fall of 2009.  At the time, the company I had worked at for over six years ceased operations leaving me unemployed.  I wanted to get a totally deferred loan for my son but Sallie Mae told me they didn't offer one.I continued with Sallie Mae for the 2010 school year but told them again that I wanted a totally deferred interest loan given that I remained unemployed for almost two years.  I started working part-time at the end of 2010 and do so until this day, however, my income has dropped from roughly 65K per year to 42K and it is difficult to make the accruing interest payments on this loan.I left Sallie Mae for Wells Fargo this year when I learned that they had a totally deferred interest loan.  Sallie Mae has tried to get me back as a customer since they now offer the same type loan.  Here are my questions:  Shouldn't Sallie Mae have given me some type of break in the process, given the extent of my unemployment and couldn't they have offered me a totally deferred interest loan in the beginning of this process?  It has become difficult for me to meet the monthly payment on the two school year loans I took out with Sallie Mae so I wanted to work out a reduced payment plan.  One loan officer there said that it would be no problem but never sent the documentation they said I would need to fill out so I could be given a $25 per month break on this payment.  Why would they tell me that and not follow through.When I called Sallie Mae back, they stated the other person was wrong to have told me that they could work with me to reduce the payment.  Why do they not work together and know their own rules?  What recourse do I have with them now because at my reduced income and the accrual of interest across two loans now it is crippling us financially.  I can't continue much longer at this rate."
2012-01-27 17:49:44,"Richton Park, IL",Carmen,1.0,"I went to school from March 2006, until November of 2006. I should have paid the school, but I was impatient. Anyway, I took out loans from Sallie Mae, and I thought I had six months to pay them back without interest being due, so I was able to get the amount of money borrowed, to pay them off completely. Anyway, they decide that this is not good enough, so they say that we still owe them $89, which my husband refuses to pay. Yeah, I should have paid them the $89.  Along comes 2008. I have very little income. They garnish $159 dollars in wages. You think that they are done. They got almost double the $89, count the thing as written off. Meanwhile, I don't hear from these people until 2010, when they decide to garnish my husband's wages, somewhere to the tune of $2,000.00.Then comes my mistake. I looked up my account, and found out that I owe them about $450. We send them a money order for that amount, thinking it will settle the loan. I called them up a month later, and we still owe them $450 dollars. You would think that if the principal is $40, the thing would be paid off, you pay them $450, but no, the interest comes first, then their stupid collection fees, and then the principal, so you find out. I will not pay this company any more money. Not that I feel like I should have any reason to worry. My credit sucks, because it went into default, which I don't think is a big deal, because I really don't agree to the whole idea of loans anymore. Sure, I may bounce from home to home in life, will never have a car, but at least I will never have another debt, because I'm sure that these greedy people have ruined my credit, and can never get another loan!"
2012-01-26 20:24:02,"Albion, PA",Jeannette,3.0,"I called in November 2011 regarding large and high payment plans demanded by Sallie Mae customer service who were rude and insulting on the phone.  Kelly ** received my complaint and called me to discuss. She worked out a payment plan for all of my loans in one lump sum and now, Sallie Mae is refusing to honor it and is demanding multiple payments.  I was lied to and can't believe there is no consequences for such horrible practices at a student financing company.  I cannot believe they are not monitored or regulated by the state or federal government. I'm writing complaints to both my state representatives and the Department of Education.  Someone needs to get Sallie Mae to treat its customers with respect and work with them, not against them."
2012-01-26 18:41:03,"Johnson City, TN",James D,1.0,"This is a very long complaint and I would love to speak with someone as soon as possible regarding Sallie Mae. I have 2 private loans with them. In September of 2010, my fiancé and I made several attempts to get my loans deferred and apply for financial hardships. They failed to get me this information until my loans were already past due (in MARCH of 2011 we finally received the paperwork). If they would've gotten me the correct information in time, I would not be behind over $5,000.00. Once I got the paperwork and my loans were almost in default, they informed me that they do not offer deferment on their private loans. I have attempted to make several payments towards my Sallie Mae loans and they have refused our payments. If we weren't able to pay $301.10 a month, they were not going to accept my payment. Please, contact me ASAP. They are pushing forward to collections on my property (truck) as of tomorrow. We have attempted many times with Sallie Mae and there's no satisfaction anywhere. To the above post, my wife and I had to argue with a rep that could not speak clear English for over 30 minutes to get transferred to someone that could assist us. We finally had to hang up and call the 800 # (and wait on hold multiple times) until we could get someone that could understand us and speak clear English."
2012-01-25 22:44:32,"Saratoga Springs, NY",Amanda,1.0,"Let me start off this by saying that I went to a technical school from 2004-2007. The state of New York paid $25,000 of my $40,000 tuition. I have had a difficult time finding a job in my field since I graduated. I found a low paying job, not in my degree field. It doesn't pay anywhere near what a job in my degree field would pay. I was planning to get a job at the State of New York before they froze jobs. What makes matters worst is that I became a single mother in July 2008. I get no help from the father (lives in a different state that denies me child support). No help from the state. I am the sole provider for myself and my daughter besides the roof over our heads. I have been forced to live with my parents since I left college. I have been paying interest because I can't afford my monthly loan payments. My repayment amount has quadrupled as a result of ""interest"". It's now $60,000. Before I obtained this job, I was giving Sallie Mae all of my unemployment and temp assistance. Every time I turn around, I am taking from me and my child to give to Sallie Mae. I can't even buy a home for my daughter and me or a reliable car due to Sallie Mae raping my credit score."
2012-01-23 14:29:14,"Chesaning, MI",Patrick,2.0,"I have been trying to reach a Sallie Mae representative who speaks and understands English. I have called three times this morning, January 23, 2012, to get a payoff amount. I have been told 2 different amounts in a matter of 20 minutes on the same day. And the third person I spoke with hung up on me, because she said she did not like my tone of voice."
2012-01-19 21:06:17,"Roseville , MN",Linda,2.0,"I was unable to make regular payments on my student loan until last year. Since then I have been very regular in making payments of $900.00 a month. Each time I make a payment, though, within approximately 3 weeks I get a notice from SM that I owe a huge amount extra and that this payment will keep me from going into default. I have paid over $10,000 to them above and beyond the monthly payments, and then three weeks ago they asked for another $7,000. I wasn't going to pay this without explanation. They put my account into default and when I went today to pay my monthly amount, the system wouldn't allow me to do this."
2012-01-19 15:50:08,"Waterport, NY",Siraj,1.0,"Sallie Mae interfering with Federally backed repayment options:I currently have a number of federal student loans that are being serviced by Sallie Mae. I recently spoke to an agent to discuss options to reduce my monthly payments. At no point in time did the agent offer the federal income based repayment plan and it only came into the conversation after I mentioned it specifically. All of my loans are eligible to receive consideration under this program. The Sallie Mae representatives gave me information that conflicted with information provided by the U.S. Department of Education, and they failed to be transparent about other details of the program (i.e. formula for calculating monthly payments, which is available from the U.S. Dept of Ed). For example the agent explained that there was no such forgiveness of payments in the Sallie Mae version of the income based payment option, which is a huge feature of the feature of the federal program that offers forgiveness after 25 years of making all qualifying payments. Either Sallie Mae is failing to inform its representatives of the full details of the programs it offers, or it is signing people up to income based repayment options that are not associated with the federal program and thereby failing to offer the federally backed option to student borrowers. I think this should be investigated as all borrowers are entitled to enjoy the benefits of programs designed by the federal government. Private loan servicers should in no way be allowed to interfere with federal programs and withhold valuable information. I will contact the Department of Education directly in order to mediate because the failure of Sallie Mae to be transparent worries me that they will not honor the terms of the specific program. I believe practices like this should be investigated."
2012-01-19 03:32:22,"Topeka, KS",David,2.0,"Sallie Mae has been harassing me with phone calls for the past several months. They said that my student loans have been delinquent for over 20 days. In a 30-minute period of time, both my parents and myself were called about the exact same loan. I deferred my loans because I am currently working on my master's degree from a credited college. I told them that I was back in school and I expect to graduate in 2013. The Clearing House has acknowledged that I am back in school full-time. Although I have been back in school since fall, they still continue to call me and harass me. How inconsiderate!"
2012-01-17 19:51:23,"Oslo, Other",Shelli,3.0,"I have been trying to pay my loans with Sallie Mae for over a week. The reason for the word 'trying' is that they deleted the telephone numbers from their website. As I live overseas, the only way I can pay my monthly payment is via the telephone using my debit card from my Norwegian bank. Naturally, I rely on the telephone numbers listed on the website and when they disappeared for five days, it causes irritation. I already have to pay expensive fees to make the payment over the phone. In addition, I pay for the long distance phone call as their ""International Number"" is not toll free. The frustration of wading through their automated system is getting unbearable especially when I can't even use the automated system to make a payment via telephone without the system rejecting my zip code. (I have a 4 digit zip and they require an American zip). I just wish that customer service was a priority and by that I mean human customer service which does not rely upon a computer script but that actually listens to the human customer."
2012-01-17 15:53:25,"Aldan, PA",Kathleen,3.0,"I have just discovered that Sallie Mae is charging me late fees on a parent plus loan. I am currently enrolled in school and have been since 2008. So now I am wondering if this has been happening the whole time and if so, how I can get that money taken off my balance? Is this even legal?"
2012-01-14 18:13:53,"Brooklyn , NY",Anna,1.0,"I am currently concerned with the way in which Sallie Mae makes it impossible to up your monthly payment. I tried for several hours on-line six months ago. After finding many online paths that would lead me to defaulting or lowering my monthly payment but none to increase I called them on the phone. I spent at least a half an hour waiting. Finally, I spoke with a person and explained my situation. I simply wanted to double my monthly payment. They said it was fine and we confirmed the process. I hung up slightly annoyed but confident the situation had been handled. Because most of the emails I get from them are spam, trying to sell me credit, etc., I haven't been on their site since. Today, while looking at a tax form they sent me, I found they had never upped my monthly payment. Therefore, I have been paying off essentially only interest for six months and the amount I owe has only grown. There is no way for me to rectify this situation on-line even though there are fast and easy ways to lower my payment on-line. This practice sounds highly unethical to me. Thank you for your time."
2012-01-13 23:40:50,"Red Hook, NY",Janice,1.0,"I received a letter stating that a large Citibank student loan I have was being bought by Sallie Mae. I already have a small Sallie Mae loan with automatic payment from my bank. However, I never agreed to paying this other loan the same way. While they didn't just take the money from my account, they also did not send me any billing statements or payment books (not even through email). Basically, 3 months passed, and Sallie Mae contacted me about being over 90 days delinquent on paying my student loan. I was livid, because I have great credit. It was completely irresponsible of them to never send me a notice or letter with payment options. One would assume that if you always got a statement in in the mail when the loan was with Citibank, that practice would continue when it is ""bought"" by another bank. I asked the person from Sallie Mae to send a payment book. What did I get in the mail? Nothing! I just called to see when my payment is due. It's due in less than a week, yet I've received nothing in the mail. I'm totally disgusted."
2012-01-12 09:22:10,"Murrieta, ca",Robert,1.0,"I was a co-signer on a student loan 10/5/01 for $7,925.00 and instead of pursuing the primary debtor Sallie Mae intimated me into settling the debt. After going though my research for my upcoming Tax Court appearance, I have discovered Sallie Mae's aggressive collection techniques may have violated federal law and also fraudulently reported a 1099C three years after I settled the debt.I have also found on the IRS website under Instructions for Forms 1099-A and 1099-C - Main Contents- Multiple Debtors: For debts incurred before 1995 and for debts of less than $10,000 incurred after 1994, you must file Form 1099-C only for the primary (or first-named) debtor. In addition, through my research I discovered that the student loans were forgiven due to the Chapter 7 case # 04-08579 filed by the school on October 1, 2004.This has caused an ongoing IRS dispute since 2008 resulting to a Tax Court hearing January 30, 2012. I have incurred court fees, mailing fees, fax fees, and countless time to research and compile information to prove my case. This resulted in uncovering the fraudulent reporting of Sallie Mae’s 1099C to reduce their tax liabilities as well as possible violations for collecting on a debt that was already settled or forgiven due to a Chapter 7 filed by the school."
2012-01-11 21:52:00,"Taylor, MI",Corrine,1.0,"Sallie Mae deserves no stars. They are by far the worst loan company in the history of loan companies. They do not care about you or anything except harassing you to give them money. They call me up to 5 times a day, telling me that my credit is being affected. Well, no! I owe them $40,000. Since the constant harassment for over 3 years and the depression that follows the ever lingering debt by this horrible company that refuses to help me out, I have decided that I would rather die than to give them a penny of my money. Sure, my credit score will be affected. Sure, I’ll never be able to take out another loan, but I'm pretty sure I was ** since the moment I signed those papers. I have done so much research, and to hear and read these horrible stories about how people get so far to paying it off, or think they pay it off and Sallie Mae grips their talons even harder and slaps them with a phony fee of some sort. This company is a life-ruiner, and I will not pay them. After the stuff they have said to me on the phone, I believe throwing my money into the wind is more beneficial than paying them. Take a loss of $40,000 Sallie Mae, you aren't getting a dime. I wish someone would file a class action lawsuit on these people for harassment."
2012-01-11 20:15:34,"Bronx, NY",Barbara,1.0,They took an automatic withdrawal of $400.63 from my checking account to disburse to Brooklyn College CUNY.  But they never submitted it to the college.  The college ended up placing a BAR on my daughter’s record until I sent an additional $500 to them immediately.
